"","sp","country","invasive"
"619","Mikania micrantha","tuvalu","invasive"
"620","Mikania micrantha","vanuatu","invasive"
"621","Mikania micrantha","wallis and futuna","invasive"
"622","Mikania micrantha","central america","native"
"623","Mikania micrantha","guadeloupe","native"
"624","Mikania micrantha","martinique","native"
"625","Mikania micrantha","south america","native"
"626","Pinus pinaster","australia","invasive"
"627","Pinus pinaster","chile","invasive"
"628","Pinus pinaster","new zealand","invasive"
"629","Pinus pinaster","reunion","invasive"
"630","Pinus pinaster","saint helena","invasive"
"631","Pinus pinaster","south africa","invasive"
"632","Pinus pinaster","uruguay","invasive"
"633","Pinus pinaster","algeria","native"
"634","Pinus pinaster","france","native"
"635","Pinus pinaster","italy","native"
"636","Pinus pinaster","morocco","native"
"637","Pinus pinaster","spain","native"
"638","Sphagneticola trilobata","american samoa","invasive"
"639","Sphagneticola trilobata","australia","invasive"
"640","Sphagneticola trilobata","bermuda","invasive"
"641","Sphagneticola trilobata","congo, the democratic republic of the","invasive"
"642","Sphagneticola trilobata","cook islands","invasive"
"643","Sphagneticola trilobata","fiji","invasive"
"644","Sphagneticola trilobata","french polynesia","invasive"
"645","Sphagneticola trilobata","guam","invasive"
"646","Sphagneticola trilobata","indonesia","invasive"
"647","Sphagneticola trilobata","marshall islands","invasive"
"648","Sphagneticola trilobata","mayotte","invasive"
"649","Sphagneticola trilobata","micronesia, federated states of","invasive"
"650","Sphagneticola trilobata","nauru","invasive"
"651","Sphagneticola trilobata","new caledonia","invasive"
"652","Sphagneticola trilobata","new guinea","invasive"
"653","Sphagneticola trilobata","niue","invasive"
"654","Sphagneticola trilobata","northern mariana islands","invasive"
"655","Sphagneticola trilobata","palau","invasive"
"656","Sphagneticola trilobata","samoa","invasive"
"657","Sphagneticola trilobata","tonga","invasive"
"658","Sphagneticola trilobata","united states","invasive"
"659","Sphagneticola trilobata","united states minor outlying islands","invasive"
"660","Sphagneticola trilobata","vanuatu","invasive"
"661","Melaleuca quinquenervia","antigua and barbuda","invasive"
"662","Melaleuca quinquenervia","bahamas","invasive"
"663","Melaleuca quinquenervia","barbados","invasive"
"664","Melaleuca quinquenervia","benin","invasive"
"665","Melaleuca quinquenervia","bermuda","invasive"
"666","Melaleuca quinquenervia","brazil","invasive"
"667","Melaleuca quinquenervia","china","invasive"
"668","Melaleuca quinquenervia","costa rica","invasive"
"669","Melaleuca quinquenervia","cuba","invasive"
"670","Melaleuca quinquenervia","dominican republic","invasive"
"671","Melaleuca quinquenervia","egypt","invasive"
"672","Melaleuca quinquenervia","fiji","invasive"
"673","Melaleuca quinquenervia","france","invasive"
"674","Melaleuca quinquenervia","french guiana","invasive"
"675","Melaleuca quinquenervia","french polynesia","invasive"
"676","Melaleuca quinquenervia","grenada","invasive"
"677","Melaleuca quinquenervia","guadeloupe","invasive"
"678","Melaleuca quinquenervia","guam","invasive"
"679","Melaleuca quinquenervia","guyana","invasive"
"680","Melaleuca quinquenervia","haiti","invasive"
"681","Melaleuca quinquenervia","honduras","invasive"
"682","Melaleuca quinquenervia","hong kong","invasive"
"683","Melaleuca quinquenervia","india","invasive"
"684","Melaleuca quinquenervia","italy","invasive"
"685","Melaleuca quinquenervia","jamaica","invasive"
"686","Melaleuca quinquenervia","madagascar","invasive"
"687","Melaleuca quinquenervia","martinique","invasive"
"688","Melaleuca quinquenervia","mexico","invasive"
"689","Melaleuca quinquenervia","micronesia, federated states of","invasive"
"690","Melaleuca quinquenervia","montserrat","invasive"
"691","Melaleuca quinquenervia","new zealand","invasive"
"692","Melaleuca quinquenervia","nicaragua","invasive"
"693","Melaleuca quinquenervia","palau","invasive"
"694","Melaleuca quinquenervia","panama","invasive"
"695","Melaleuca quinquenervia","philippines","invasive"
"696","Melaleuca quinquenervia","puerto rico","invasive"
"697","Melaleuca quinquenervia","reunion","invasive"
"698","Melaleuca quinquenervia","saint lucia","invasive"
"699","Melaleuca quinquenervia","saint vincent and the grenadines","invasive"
"700","Melaleuca quinquenervia","senegal","invasive"
"701","Melaleuca quinquenervia","suriname","invasive"
"702","Melaleuca quinquenervia","taiwan","invasive"
"703","Melaleuca quinquenervia","trinidad and tobago","invasive"
"704","Melaleuca quinquenervia","turks and caicos islands","invasive"
"705","Melaleuca quinquenervia","uganda","invasive"
"706","Melaleuca quinquenervia","united states","invasive"
"707","Melaleuca quinquenervia","virgin islands, u.s.","invasive"
"708","Melaleuca quinquenervia","west indies","invasive"
"709","Melaleuca quinquenervia","australia","native"
"710","Melaleuca quinquenervia","indonesia","native"
"711","Melaleuca quinquenervia","new caledonia","native"
"712","Melaleuca quinquenervia","new guinea","native"
"713","Chromolaena odorata","australia","invasive"
"714","Chromolaena odorata","bangladesh","invasive"
"715","Chromolaena odorata","benin","invasive"
"716","Chromolaena odorata","bhutan","invasive"
"717","Chromolaena odorata","cambodia","invasive"
"718","Chromolaena odorata","cameroon","invasive"
"719","Chromolaena odorata","central african republic","invasive"
"720","Chromolaena odorata","chad","invasive"
"721","Chromolaena odorata","china","invasive"
"722","Chromolaena odorata","congo","invasive"
"723","Chromolaena odorata","congo, the democratic republic of the","invasive"
"724","Chromolaena odorata","cote d'ivoire","invasive"
"725","Chromolaena odorata","gabon","invasive"
"726","Chromolaena odorata","ghana","invasive"
"727","Chromolaena odorata","guam","invasive"
"728","Chromolaena odorata","guinea","invasive"
"729","Chromolaena odorata","india","invasive"
"730","Chromolaena odorata","indonesia","invasive"
"731","Chromolaena odorata","lao people's democratic republic","invasive"
"732","Chromolaena odorata","liberia","invasive"
"733","Chromolaena odorata","malaysia","invasive"
"734","Chromolaena odorata","marshall islands","invasive"
"735","Chromolaena odorata","mauritius","invasive"
"736","Chromolaena odorata","micronesia, federated states of","invasive"
"737","Chromolaena odorata","myanmar","invasive"
"738","Chromolaena odorata","nepal","invasive"
"739","Chromolaena odorata","new guinea","invasive"
"740","Chromolaena odorata","nigeria","invasive"
"741","Chromolaena odorata","northern mariana islands","invasive"
"742","Chromolaena odorata","palau","invasive"
"743","Chromolaena odorata","papua new guinea","invasive"
"744","Chromolaena odorata","philippines","invasive"
"745","Chromolaena odorata","sierra leone","invasive"
"746","Chromolaena odorata","singapore","invasive"
"747","Chromolaena odorata","south africa","invasive"
"748","Chromolaena odorata","south east asia","invasive"
"749","Chromolaena odorata","southern africa","invasive"
"750","Chromolaena odorata","sri lanka","invasive"
"751","Chromolaena odorata","swaziland","invasive"
"752","Chromolaena odorata","thailand","invasive"
"753","Chromolaena odorata","timor-leste","invasive"
"754","Chromolaena odorata","togo","invasive"
"755","Chromolaena odorata","united states","invasive"
"756","Chromolaena odorata","viet nam","invasive"
"757","Chromolaena odorata","argentina","native"
"758","Chromolaena odorata","bolivia","native"
"759","Chromolaena odorata","brazil","native"
"760","Chromolaena odorata","central america","native"
"761","Chromolaena odorata","colombia","native"
"762","Chromolaena odorata","costa rica","native"
"763","Chromolaena odorata","cuba","native"
"764","Chromolaena odorata","dominica","native"
"765","Chromolaena odorata","dominican republic","native"
"766","Chromolaena odorata","ecuador","native"
"767","Chromolaena odorata","el salvador","native"
"768","Chromolaena odorata","french guiana","native"
"769","Chromolaena odorata","grenada","native"
"770","Chromolaena odorata","guadeloupe","native"
"771","Chromolaena odorata","guatemala","native"
"772","Chromolaena odorata","guyana","native"
"773","Chromolaena odorata","haiti","native"
"774","Chromolaena odorata","honduras","native"
"775","Chromolaena odorata","jamaica","native"
"776","Chromolaena odorata","mexico","native"
"777","Chromolaena odorata","nicaragua","native"
"778","Chromolaena odorata","panama","native"
"779","Chromolaena odorata","paraguay","native"
"780","Chromolaena odorata","peru","native"
"781","Chromolaena odorata","puerto rico","native"
"782","Chromolaena odorata","saint kitts and nevis","native"
"783","Chromolaena odorata","saint lucia","native"
"784","Chromolaena odorata","saint vincent and the grenadines","native"
"785","Chromolaena odorata","suriname","native"
"786","Chromolaena odorata","trinidad and tobago","native"
"787","Chromolaena odorata","tropical america","native"
"788","Chromolaena odorata","uruguay","native"
"789","Chromolaena odorata","venezuela","native"
"790","Trichosurus vulpecula","new zealand","invasive"
"791","Trichosurus vulpecula","australia","native"
"792","Acacia farnesiana","anguilla","invasive"
"793","Acacia farnesiana","antigua and barbuda","invasive"
"794","Acacia farnesiana","arabian peninsula","invasive"
"795","Acacia farnesiana","australia","invasive"
"796","Acacia farnesiana","bahamas","invasive"
"797","Acacia farnesiana","barbados","invasive"
"798","Acacia farnesiana","cambodia","invasive"
"799","Acacia farnesiana","cayman islands","invasive"
"800","Acacia farnesiana","china","invasive"
"801","Acacia farnesiana","cook islands","invasive"
"802","Acacia farnesiana","cuba","invasive"
"803","Acacia farnesiana","dominica","invasive"
"804","Acacia farnesiana","east africa","invasive"
"805","Acacia farnesiana","eastern africa","invasive"
"806","Acacia farnesiana","fiji","invasive"
"807","Acacia farnesiana","france","invasive"
"808","Acacia farnesiana","french polynesia","invasive"
"809","Acacia farnesiana","grenada","invasive"
"810","Acacia farnesiana","guadeloupe","invasive"
"811","Acacia farnesiana","guam","invasive"
"812","Acacia farnesiana","india","invasive"
"813","Acacia farnesiana","indonesia","invasive"
"814","Acacia farnesiana","italy","invasive"
"815","Acacia farnesiana","jamaica","invasive"
"816","Acacia farnesiana","japan","invasive"
"817","Acacia farnesiana","kenya","invasive"
"818","Acacia farnesiana","kiribati","invasive"
"819","Acacia farnesiana","malaysia","invasive"
"820","Acacia farnesiana","martinique","invasive"
"821","Acacia farnesiana","mauritius","invasive"
"822","Acacia farnesiana","mayotte","invasive"
"823","Acacia farnesiana","montserrat","invasive"
"824","Acacia farnesiana","nauru","invasive"
"825","Acacia farnesiana","new caledonia","invasive"
"826","Acacia farnesiana","niue","invasive"
"827","Acacia farnesiana","northern africa","invasive"
"828","Acacia farnesiana","northern mariana islands","invasive"
"829","Acacia farnesiana","pakistan","invasive"
"830","Acacia farnesiana","philippines","invasive"
"831","Acacia farnesiana","portugal","invasive"
"832","Acacia farnesiana","puerto rico","invasive"
"833","Acacia farnesiana","reunion","invasive"
"834","Acacia farnesiana","sahel","invasive"
"835","Acacia farnesiana","saint helena","invasive"
"836","Acacia farnesiana","seychelles","invasive"
"837","Acacia farnesiana","solomon islands","invasive"
"838","Acacia farnesiana","south america","invasive"
"839","Acacia farnesiana","spain","invasive"
"840","Acacia farnesiana","taiwan","invasive"
"841","Acacia farnesiana","thailand","invasive"
"842","Acacia farnesiana","united states","invasive"
"843","Acacia farnesiana","vanuatu","invasive"
"844","Acacia farnesiana","viet nam","invasive"
"845","Acacia farnesiana","belize","native"
"846","Acacia farnesiana","bes islands (bonaire, sint eustatius and saba)","native"
"847","Acacia farnesiana","bolivia","native"
"848","Acacia farnesiana","brazil","native"
"849","Acacia farnesiana","central america","native"
"850","Acacia farnesiana","colombia","native"
"851","Acacia farnesiana","costa rica","native"
"852","Acacia farnesiana","cuba","native"
"853","Acacia farnesiana","el salvador","native"
"854","Acacia farnesiana","french guiana","native"
"855","Acacia farnesiana","georgia","native"
"856","Acacia farnesiana","guatemala","native"
"857","Acacia farnesiana","guyana","native"
"858","Acacia farnesiana","honduras","native"
"859","Acacia farnesiana","mexico","native"
"860","Acacia farnesiana","nicaragua","native"
"861","Acacia farnesiana","panama","native"
"862","Acacia farnesiana","peru","native"
"863","Acacia farnesiana","saint kitts and nevis","native"
"864","Acacia farnesiana","saint lucia","native"
"865","Acacia farnesiana","saint vincent and the grenadines","native"
"866","Acacia farnesiana","suriname","native"
"867","Acacia farnesiana","tropical america","native"
"868","Acacia farnesiana","united states","native"
"869","Acacia farnesiana","venezuela","native"
"870","Acacia farnesiana","virgin islands, u.s.","native"
"871","Dreissena polymorpha","austria","invasive"
"872","Dreissena polymorpha","belarus","invasive"
"873","Dreissena polymorpha","belgium","invasive"
"874","Dreissena polymorpha","canada","invasive"
"875","Dreissena polymorpha","croatia","invasive"
"876","Dreissena polymorpha","czech republic","invasive"
"877","Dreissena polymorpha","denmark","invasive"
"878","Dreissena polymorpha","estonia","invasive"
