"","sp","country","invasive"
"10008","Styela plicata","atlantic - western central","native"
"10009","Styela plicata","united states","native"
"10010","Styela plicata","west indies","native"
"10011","Mycale grandis","australia","invasive"
"10012","Mycale grandis","indian - ocean eastern","invasive"
"10013","Mycale grandis","malaysia","invasive"
"10014","Mycale grandis","mexico","invasive"
"10015","Mycale grandis","united states","invasive"
"10016","Mycale grandis","india","native"
"10017","Mycale grandis","indonesia","native"
"10018","Zosterops japonicus","india","invasive"
"10019","Zosterops japonicus","korea, democratic people's republic of","invasive"
"10020","Zosterops japonicus","korea, republic of","invasive"
"10021","Zosterops japonicus","lao people's democratic republic","invasive"
"10022","Zosterops japonicus","pakistan","invasive"
"10023","Zosterops japonicus","philippines","invasive"
"10024","Zosterops japonicus","sri lanka","invasive"
"10025","Zosterops japonicus","taiwan","invasive"
"10026","Zosterops japonicus","thailand","invasive"
"10027","Zosterops japonicus","united states","invasive"
"10028","Zosterops japonicus","china","native"
"10029","Zosterops japonicus","japan","native"
"10030","Zosterops japonicus","myanmar","native"
"10031","Zosterops japonicus","viet nam","native"
"10032","Solenopsis papuana","new zealand","invasive"
"10033","Solenopsis papuana","united states","invasive"
"10034","Solenopsis papuana","american samoa","native"
"10035","Solenopsis papuana","cook islands","native"
"10036","Solenopsis papuana","fiji","native"
"10037","Solenopsis papuana","french polynesia","native"
"10038","Solenopsis papuana","new guinea","native"
"10039","Solenopsis papuana","samoa","native"
"10040","Solenopsis papuana","solomon islands","native"
"10041","Solenopsis papuana","tonga","native"
"10042","Paratrechina longicornis","algeria","invasive"
"10043","Paratrechina longicornis","anguilla","invasive"
"10044","Paratrechina longicornis","antigua and barbuda","invasive"
"10045","Paratrechina longicornis","arabian peninsula","invasive"
"10046","Paratrechina longicornis","argentina","invasive"
"10047","Paratrechina longicornis","aruba","invasive"
"10048","Paratrechina longicornis","australia","invasive"
"10049","Paratrechina longicornis","bahamas","invasive"
"10050","Paratrechina longicornis","bahrain","invasive"
"10051","Paratrechina longicornis","bangladesh","invasive"
"10052","Paratrechina longicornis","barbados","invasive"
"10053","Paratrechina longicornis","belize","invasive"
"10054","Paratrechina longicornis","bermuda","invasive"
"10055","Paratrechina longicornis","brazil","invasive"
"10056","Paratrechina longicornis","british indian ocean territory","invasive"
"10057","Paratrechina longicornis","british isles","invasive"
"10058","Paratrechina longicornis","brunei darussalam","invasive"
"10059","Paratrechina longicornis","cameroon","invasive"
"10060","Paratrechina longicornis","canada","invasive"
"10061","Paratrechina longicornis","cape verde","invasive"
"10062","Paratrechina longicornis","cayman islands","invasive"
"10063","Paratrechina longicornis","central african republic","invasive"
"10064","Paratrechina longicornis","chile","invasive"
"10065","Paratrechina longicornis","china","invasive"
"10066","Paratrechina longicornis","christmas island","invasive"
"10067","Paratrechina longicornis","colombia","invasive"
"10068","Paratrechina longicornis","comoros","invasive"
"10069","Paratrechina longicornis","congo, the democratic republic of the","invasive"
"10070","Paratrechina longicornis","cook islands","invasive"
"10071","Paratrechina longicornis","costa rica","invasive"
"10072","Paratrechina longicornis","cuba","invasive"
"10073","Paratrechina longicornis","czech republic","invasive"
"10074","Paratrechina longicornis","denmark","invasive"
"10075","Paratrechina longicornis","dominica","invasive"
"10076","Paratrechina longicornis","dominican republic","invasive"
"10077","Paratrechina longicornis","dutch leeward islands","invasive"
"10078","Paratrechina longicornis","ecuador","invasive"
"10079","Paratrechina longicornis","egypt","invasive"
"10080","Paratrechina longicornis","el salvador","invasive"
"10081","Paratrechina longicornis","equatorial guinea","invasive"
"10082","Paratrechina longicornis","eritrea","invasive"
"10083","Paratrechina longicornis","estonia","invasive"
"10084","Paratrechina longicornis","ethiopia","invasive"
"10085","Paratrechina longicornis","fiji","invasive"
"10086","Paratrechina longicornis","france","invasive"
"10087","Paratrechina longicornis","french guiana","invasive"
"10088","Paratrechina longicornis","french polynesia","invasive"
"10089","Paratrechina longicornis","french southern territories","invasive"
"10090","Paratrechina longicornis","gambia","invasive"
"10091","Paratrechina longicornis","germany","invasive"
"10092","Paratrechina longicornis","ghana","invasive"
"10093","Paratrechina longicornis","gibraltar","invasive"
"10094","Paratrechina longicornis","greece","invasive"
"10095","Paratrechina longicornis","grenada","invasive"
"10096","Paratrechina longicornis","guadeloupe","invasive"
"10097","Paratrechina longicornis","guatemala","invasive"
"10098","Paratrechina longicornis","guinea","invasive"
"10099","Paratrechina longicornis","guyana","invasive"
"10100","Paratrechina longicornis","haiti","invasive"
"10101","Paratrechina longicornis","honduras","invasive"
"10102","Paratrechina longicornis","iberian peninsula","invasive"
"10103","Paratrechina longicornis","india","invasive"
"10104","Paratrechina longicornis","indonesia","invasive"
"10105","Paratrechina longicornis","iran, islamic republic of","invasive"
"10106","Paratrechina longicornis","iraq","invasive"
"10107","Paratrechina longicornis","ireland","invasive"
"10108","Paratrechina longicornis","israel","invasive"
"10109","Paratrechina longicornis","italy","invasive"
"10110","Paratrechina longicornis","jamaica","invasive"
"10111","Paratrechina longicornis","japan","invasive"
"10112","Paratrechina longicornis","kenya","invasive"
"10113","Paratrechina longicornis","kiribati","invasive"
"10114","Paratrechina longicornis","lebanon","invasive"
"10115","Paratrechina longicornis","madagascar","invasive"
"10116","Paratrechina longicornis","malawi","invasive"
"10117","Paratrechina longicornis","malaysia","invasive"
"10118","Paratrechina longicornis","maldives","invasive"
"10119","Paratrechina longicornis","mali","invasive"
"10120","Paratrechina longicornis","malta","invasive"
"10121","Paratrechina longicornis","marshall islands","invasive"
"10122","Paratrechina longicornis","martinique","invasive"
"10123","Paratrechina longicornis","mauritius","invasive"
"10124","Paratrechina longicornis","mexico","invasive"
"10125","Paratrechina longicornis","micronesia, federated states of","invasive"
"10126","Paratrechina longicornis","montserrat","invasive"
"10127","Paratrechina longicornis","morocco","invasive"
"10128","Paratrechina longicornis","myanmar","invasive"
"10129","Paratrechina longicornis","nauru","invasive"
"10130","Paratrechina longicornis","nepal","invasive"
"10131","Paratrechina longicornis","netherlands","invasive"
"10132","Paratrechina longicornis","new caledonia","invasive"
"10133","Paratrechina longicornis","new zealand","invasive"
"10134","Paratrechina longicornis","nicaragua","invasive"
"10135","Paratrechina longicornis","nigeria","invasive"
"10136","Paratrechina longicornis","niue","invasive"
"10137","Paratrechina longicornis","norfolk island","invasive"
"10138","Paratrechina longicornis","northern mariana islands","invasive"
"10139","Paratrechina longicornis","oman","invasive"
"10140","Paratrechina longicornis","pakistan","invasive"
"10141","Paratrechina longicornis","palau","invasive"
"10142","Paratrechina longicornis","panama","invasive"
"10143","Paratrechina longicornis","papua new guinea","invasive"
"10144","Paratrechina longicornis","paraguay","invasive"
"10145","Paratrechina longicornis","peru","invasive"
"10146","Paratrechina longicornis","philippines","invasive"
"10147","Paratrechina longicornis","pitcairn","invasive"
"10148","Paratrechina longicornis","portugal","invasive"
"10149","Paratrechina longicornis","puerto rico","invasive"
"10150","Paratrechina longicornis","reunion","invasive"
"10151","Paratrechina longicornis","saint helena","invasive"
"10152","Paratrechina longicornis","saint kitts and nevis","invasive"
"10153","Paratrechina longicornis","saint lucia","invasive"
"10154","Paratrechina longicornis","saint martin (french part)","invasive"
"10155","Paratrechina longicornis","saint vincent and the grenadines","invasive"
"10156","Paratrechina longicornis","samoa","invasive"
"10157","Paratrechina longicornis","sao tome and principe","invasive"
"10158","Paratrechina longicornis","saudi arabia","invasive"
"10159","Paratrechina longicornis","senegal","invasive"
"10160","Paratrechina longicornis","seychelles","invasive"
"10161","Paratrechina longicornis","sierra leone","invasive"
"10162","Paratrechina longicornis","singapore","invasive"
"10163","Paratrechina longicornis","solomon islands","invasive"
"10164","Paratrechina longicornis","somalia","invasive"
"10165","Paratrechina longicornis","south africa","invasive"
"10166","Paratrechina longicornis","spain","invasive"
"10167","Paratrechina longicornis","sri lanka","invasive"
"10168","Paratrechina longicornis","sudan","invasive"
"10169","Paratrechina longicornis","suriname","invasive"
"10170","Paratrechina longicornis","sweden","invasive"
"10171","Paratrechina longicornis","switzerland","invasive"
"10172","Paratrechina longicornis","syrian arab republic","invasive"
"10173","Paratrechina longicornis","taiwan","invasive"
"10174","Paratrechina longicornis","tanzania, united republic of","invasive"
"10175","Paratrechina longicornis","thailand","invasive"
"10176","Paratrechina longicornis","timor-leste","invasive"
"10177","Paratrechina longicornis","tokelau","invasive"
"10178","Paratrechina longicornis","tonga","invasive"
"10179","Paratrechina longicornis","trinidad and tobago","invasive"
"10180","Paratrechina longicornis","turks and caicos islands","invasive"
"10181","Paratrechina longicornis","tuvalu","invasive"
"10182","Paratrechina longicornis","united arab emirates","invasive"
"10183","Paratrechina longicornis","united kingdom","invasive"
"10184","Paratrechina longicornis","united states","invasive"
"10185","Paratrechina longicornis","united states minor outlying islands","invasive"
"10186","Paratrechina longicornis","vanuatu","invasive"
"10187","Paratrechina longicornis","venezuela","invasive"
"10188","Paratrechina longicornis","viet nam","invasive"
"10189","Paratrechina longicornis","virgin islands, british","invasive"
"10190","Paratrechina longicornis","virgin islands, u.s.","invasive"
"10191","Paratrechina longicornis","wallis and futuna","invasive"
"10192","Paratrechina longicornis","yemen","invasive"
"10193","Paratrechina longicornis","africa","native"
"10194","Tapinoma melanocephalum","american samoa","invasive"
"10195","Tapinoma melanocephalum","anguilla","invasive"
"10196","Tapinoma melanocephalum","antigua and barbuda","invasive"
"10197","Tapinoma melanocephalum","aruba","invasive"
"10198","Tapinoma melanocephalum","australia","invasive"
"10199","Tapinoma melanocephalum","austria","invasive"
"10200","Tapinoma melanocephalum","bahamas","invasive"
"10201","Tapinoma melanocephalum","bangladesh","invasive"
"10202","Tapinoma melanocephalum","barbados","invasive"
"10203","Tapinoma melanocephalum","belgium","invasive"
"10204","Tapinoma melanocephalum","belize","invasive"
"10205","Tapinoma melanocephalum","brazil","invasive"
"10206","Tapinoma melanocephalum","cambodia","invasive"
"10207","Tapinoma melanocephalum","cameroon","invasive"
"10208","Tapinoma melanocephalum","canada","invasive"
"10209","Tapinoma melanocephalum","cape verde","invasive"
"10210","Tapinoma melanocephalum","cayman islands","invasive"
"10211","Tapinoma melanocephalum","china","invasive"
"10212","Tapinoma melanocephalum","christmas island","invasive"
"10213","Tapinoma melanocephalum","colombia","invasive"
"10214","Tapinoma melanocephalum","comoros","invasive"
"10215","Tapinoma melanocephalum","cook islands","invasive"
"10216","Tapinoma melanocephalum","costa rica","invasive"
"10217","Tapinoma melanocephalum","cuba","invasive"
"10218","Tapinoma melanocephalum","denmark","invasive"
"10219","Tapinoma melanocephalum","dominica","invasive"
"10220","Tapinoma melanocephalum","dominican republic","invasive"
"10221","Tapinoma melanocephalum","ecuador","invasive"
"10222","Tapinoma melanocephalum","equatorial guinea","invasive"
"10223","Tapinoma melanocephalum","fiji","invasive"
"10224","Tapinoma melanocephalum","finland","invasive"
"10225","Tapinoma melanocephalum","france","invasive"
"10226","Tapinoma melanocephalum","french guiana","invasive"
"10227","Tapinoma melanocephalum","french polynesia","invasive"
"10228","Tapinoma melanocephalum","gabon","invasive"
"10229","Tapinoma melanocephalum","gambia","invasive"
"10230","Tapinoma melanocephalum","germany","invasive"
"10231","Tapinoma melanocephalum","ghana","invasive"
"10232","Tapinoma melanocephalum","guadeloupe","invasive"
"10233","Tapinoma melanocephalum","guinea","invasive"
"10234","Tapinoma melanocephalum","guyana","invasive"
"10235","Tapinoma melanocephalum","haiti","invasive"
"10236","Tapinoma melanocephalum","honduras","invasive"
"10237","Tapinoma melanocephalum","india","invasive"
"10238","Tapinoma melanocephalum","indonesia","invasive"
"10239","Tapinoma melanocephalum","iraq","invasive"
"10240","Tapinoma melanocephalum","italy","invasive"
"10241","Tapinoma melanocephalum","jamaica","invasive"
"10242","Tapinoma melanocephalum","japan","invasive"
"10243","Tapinoma melanocephalum","kenya","invasive"
"10244","Tapinoma melanocephalum","kiribati","invasive"
"10245","Tapinoma melanocephalum","korea, democratic people's republic of","invasive"
"10246","Tapinoma melanocephalum","korea, republic of","invasive"
"10247","Tapinoma melanocephalum","kuwait","invasive"
"10248","Tapinoma melanocephalum","madagascar","invasive"
"10249","Tapinoma melanocephalum","malaysia","invasive"
"10250","Tapinoma melanocephalum","marshall islands","invasive"
"10251","Tapinoma melanocephalum","martinique","invasive"
"10252","Tapinoma melanocephalum","mauritius","invasive"
"10253","Tapinoma melanocephalum","mayotte","invasive"
"10254","Tapinoma melanocephalum","mexico","invasive"
"10255","Tapinoma melanocephalum","micronesia, federated states of","invasive"
"10256","Tapinoma melanocephalum","myanmar","invasive"
"10257","Tapinoma melanocephalum","netherlands","invasive"
"10258","Tapinoma melanocephalum","new caledonia","invasive"
"10259","Tapinoma melanocephalum","new zealand","invasive"
"10260","Tapinoma melanocephalum","nicaragua","invasive"
"10261","Tapinoma melanocephalum","nigeria","invasive"
"10262","Tapinoma melanocephalum","norfolk island","invasive"
"10263","Tapinoma melanocephalum","northern mariana islands","invasive"
"10264","Tapinoma melanocephalum","norway","invasive"
"10265","Tapinoma melanocephalum","oman","invasive"
"10266","Tapinoma melanocephalum","pakistan","invasive"
"10267","Tapinoma melanocephalum","palau","invasive"
"10268","Tapinoma melanocephalum","panama","invasive"
"10269","Tapinoma melanocephalum","papua new guinea","invasive"
"10270","Tapinoma melanocephalum","paraguay","invasive"
"10271","Tapinoma melanocephalum","peru","invasive"
"10272","Tapinoma melanocephalum","philippines","invasive"
"10273","Tapinoma melanocephalum","pitcairn","invasive"
"10274","Tapinoma melanocephalum","puerto rico","invasive"
"10275","Tapinoma melanocephalum","reunion","invasive"
"10276","Tapinoma melanocephalum","romania","invasive"
"10277","Tapinoma melanocephalum","russian federation","invasive"
"10278","Tapinoma melanocephalum","saint helena","invasive"
"10279","Tapinoma melanocephalum","saint kitts and nevis","invasive"
"10280","Tapinoma melanocephalum","saint lucia","invasive"
"10281","Tapinoma melanocephalum","saint vincent and the grenadines","invasive"
"10282","Tapinoma melanocephalum","samoa","invasive"
"10283","Tapinoma melanocephalum","saudi arabia","invasive"
"10284","Tapinoma melanocephalum","scandinavia","invasive"
"10285","Tapinoma melanocephalum","seychelles","invasive"
"10286","Tapinoma melanocephalum","sierra leone","invasive"
"10287","Tapinoma melanocephalum","singapore","invasive"
"10288","Tapinoma melanocephalum","solomon islands","invasive"
"10289","Tapinoma melanocephalum","somalia","invasive"
"10290","Tapinoma melanocephalum","spain","invasive"
"10291","Tapinoma melanocephalum","sri lanka","invasive"
"10292","Tapinoma melanocephalum","suriname","invasive"
"10293","Tapinoma melanocephalum","sweden","invasive"
"10294","Tapinoma melanocephalum","switzerland","invasive"
"10295","Tapinoma melanocephalum","taiwan","invasive"
"10296","Tapinoma melanocephalum","tanzania, united republic of","invasive"
"10297","Tapinoma melanocephalum","thailand","invasive"
"10298","Tapinoma melanocephalum","tokelau","invasive"
"10299","Tapinoma melanocephalum","tonga","invasive"
"10300","Tapinoma melanocephalum","trinidad and tobago","invasive"
"10301","Tapinoma melanocephalum","united arab emirates","invasive"
"10302","Tapinoma melanocephalum","united kingdom","invasive"
"10303","Tapinoma melanocephalum","united states","invasive"
"10304","Tapinoma melanocephalum","united states minor outlying islands","invasive"
"10305","Tapinoma melanocephalum","vanuatu","invasive"
"10306","Tapinoma melanocephalum","venezuela","invasive"
"10307","Tapinoma melanocephalum","viet nam","invasive"
"10308","Tapinoma melanocephalum","virgin islands, u.s.","invasive"
"10309","Tapinoma melanocephalum","wallis and futuna","invasive"
"10310","Tapinoma melanocephalum","yemen","invasive"
"10311","Monomorium destructor","angola","invasive"
"10312","Monomorium destructor","arabian peninsula","invasive"
"10313","Monomorium destructor","atlantic - western central","invasive"
"10314","Monomorium destructor","australia","invasive"
"10315","Monomorium destructor","brazil","invasive"
"10316","Monomorium destructor","christmas island","invasive"
"10317","Monomorium destructor","cook islands","invasive"
"10318","Monomorium destructor","ecuador","invasive"
"10319","Monomorium destructor","ethiopia","invasive"
"10320","Monomorium destructor","fiji","invasive"
"10321","Monomorium destructor","french polynesia","invasive"
"10322","Monomorium destructor","ghana","invasive"
"10323","Monomorium destructor","guinea","invasive"
"10324","Monomorium destructor","hong kong","invasive"
"10325","Monomorium destructor","madagascar","invasive"
"10326","Monomorium destructor","mozambique","invasive"
"10327","Monomorium destructor","new zealand","invasive"
"10328","Monomorium destructor","nigeria","invasive"
"10329","Monomorium destructor","niue","invasive"
"10330","Monomorium destructor","palau","invasive"
"10331","Monomorium destructor","puerto rico","invasive"
"10332","Monomorium destructor","samoa","invasive"
"10333","Monomorium destructor","singapore","invasive"
"10334","Monomorium destructor","somalia","invasive"
"10335","Monomorium destructor","south africa","invasive"
"10336","Monomorium destructor","spain","invasive"
"10337","Monomorium destructor","sudan","invasive"
"10338","Monomorium destructor","united arab emirates","invasive"
"10339","Monomorium destructor","united states","invasive"
"10340","Monomorium destructor","india","native"
"10341","Monomorium destructor","japan","native"
"10342","Monomorium destructor","malaysia","native"
"10343","Monomorium destructor","sri lanka","native"
"10344","Monomorium pharaonis","australia","invasive"
"10345","Monomorium pharaonis","austria","invasive"
"10346","Monomorium pharaonis","bermuda","invasive"
"10347","Monomorium pharaonis","cameroon","invasive"
"10348","Monomorium pharaonis","central african republic","invasive"
"10349","Monomorium pharaonis","costa rica","invasive"
"10350","Monomorium pharaonis","czech republic","invasive"
"10351","Monomorium pharaonis","ecuador","invasive"
"10352","Monomorium pharaonis","fiji","invasive"
"10353","Monomorium pharaonis","gabon","invasive"
"10354","Monomorium pharaonis","germany","invasive"
"10355","Monomorium pharaonis","india","invasive"
"10356","Monomorium pharaonis","japan","invasive"
"10357","Monomorium pharaonis","madagascar","invasive"
"10358","Monomorium pharaonis","new zealand","invasive"
"10359","Monomorium pharaonis","poland","invasive"
"10360","Monomorium pharaonis","portugal","invasive"
"10361","Monomorium pharaonis","saudi arabia","invasive"
"10362","Monomorium pharaonis","spain","invasive"
"10363","Monomorium pharaonis","tonga","invasive"
"10364","Monomorium pharaonis","united states","invasive"
"10365","Xylosandrus mutilatus","united states","invasive"
"10366","Xylosandrus mutilatus","china","native"
"10367","Xylosandrus mutilatus","india","native"
"10368","Xylosandrus mutilatus","indonesia","native"
"10369","Xylosandrus mutilatus","japan","native"
"10370","Xylosandrus mutilatus","korea, democratic people's republic of","native"
"10371","Xylosandrus mutilatus","korea, republic of","native"
"10372","Xylosandrus mutilatus","malaysia","native"
"10373","Xylosandrus mutilatus","myanmar","native"
"10374","Xylosandrus mutilatus","papua new guinea","native"
"10375","Xylosandrus mutilatus","sri lanka","native"
"10376","Xylosandrus mutilatus","taiwan","native"
"10377","Xylosandrus mutilatus","thailand","native"
"10378","Quadrastichus erythrinae","american samoa","invasive"
"10379","Quadrastichus erythrinae","china","invasive"
"10380","Quadrastichus erythrinae","fiji","invasive"
"10381","Quadrastichus erythrinae","guam","invasive"
"10382","Quadrastichus erythrinae","hong kong","invasive"
"10383","Quadrastichus erythrinae","india","invasive"
"10384","Quadrastichus erythrinae","japan","invasive"
"10385","Quadrastichus erythrinae","malaysia","invasive"
"10386","Quadrastichus erythrinae","maldives","invasive"
"10387","Quadrastichus erythrinae","mauritius","invasive"
"10388","Quadrastichus erythrinae","micronesia, federated states of","invasive"
"10389","Quadrastichus erythrinae","new caledonia","invasive"
"10390","Quadrastichus erythrinae","philippines","invasive"
"10391","Quadrastichus erythrinae","reunion","invasive"
"10392","Quadrastichus erythrinae","samoa","invasive"
"10393","Quadrastichus erythrinae","singapore","invasive"
"10394","Quadrastichus erythrinae","south africa","invasive"
"10395","Quadrastichus erythrinae","taiwan","invasive"
"10396","Quadrastichus erythrinae","thailand","invasive"
"10397","Quadrastichus erythrinae","tonga","invasive"
"10398","Quadrastichus erythrinae","united states","invasive"
"10399","Quadrastichus erythrinae","vanuatu","invasive"
"10400","Quadrastichus erythrinae","viet nam","invasive"
"10401","Striga asiatica","australia","invasive"
"10402","Striga asiatica","british indian ocean territory","invasive"
"10403","Striga asiatica","cambodia","invasive"
"10404","Striga asiatica","indonesia","invasive"
"10405","Striga asiatica","madagascar","invasive"
"10406","Striga asiatica","malaysia","invasive"
"10407","Striga asiatica","mauritius","invasive"
"10408","Striga asiatica","philippines","invasive"
"10409","Striga asiatica","singapore","invasive"
"10410","Striga asiatica","united states","invasive"
"10411","Striga asiatica","china","native"
"10412","Striga asiatica","india","native"
"10413","Striga asiatica","pakistan","native"
"10414","Striga asiatica","south africa","native"
"10415","Striga asiatica","thailand","native"
"10416","Striga asiatica","uganda","native"
"10417","Striga asiatica","viet nam","native"
"10418","Striga asiatica","zambia","native"
"10419","Striga asiatica","zimbabwe","native"
"10420","Neovison vison","argentina","invasive"
"10421","Neovison vison","belarus","invasive"
"10422","Neovison vison","belgium","invasive"
"10423","Neovison vison","canada","invasive"
"10424","Neovison vison","chile","invasive"
"10425","Neovison vison","czech republic","invasive"
"10426","Neovison vison","denmark","invasive"
"10427","Neovison vison","estonia","invasive"
"10428","Neovison vison","finland","invasive"
"10429","Neovison vison","france","invasive"
"10430","Neovison vison","germany","invasive"
"10431","Neovison vison","hungary","invasive"
"10432","Neovison vison","iceland","invasive"
"10433","Neovison vison","ireland","invasive"
"10434","Neovison vison","italy","invasive"
"10435","Neovison vison","kazakhstan","invasive"
"10436","Neovison vison","latvia","invasive"
"10437","Neovison vison","lithuania","invasive"
"10438","Neovison vison","montenegro","invasive"
"10439","Neovison vison","netherlands","invasive"
"10440","Neovison vison","norway","invasive"
"10441","Neovison vison","poland","invasive"
"10442","Neovison vison","portugal","invasive"
"10443","Neovison vison","russian federation","invasive"
"10444","Neovison vison","serbia","invasive"
"10445","Neovison vison","slovenia","invasive"
"10446","Neovison vison","spain","invasive"
"10447","Neovison vison","sweden","invasive"
"10448","Neovison vison","ukraine","invasive"
"10449","Neovison vison","united kingdom","invasive"
"10450","Neovison vison","united states","invasive"
"10451","Neovison vison","north america","native"
"10452","Bubulcus ibis","antarctica","invasive"
"10453","Bubulcus ibis","argentina","invasive"
"10454","Bubulcus ibis","aruba","invasive"
"10455","Bubulcus ibis","australia","invasive"
"10456","Bubulcus ibis","bahamas","invasive"
"10457","Bubulcus ibis","barbados","invasive"
"10458","Bubulcus ibis","bes islands (bonaire, sint eustatius and saba)","invasive"
"10459","Bubulcus ibis","brazil","invasive"
"10460","Bubulcus ibis","canada","invasive"
"10461","Bubulcus ibis","chile","invasive"
"10462","Bubulcus ibis","colombia","invasive"
"10463","Bubulcus ibis","cuba","invasive"
"10464","Bubulcus ibis","dominican republic","invasive"
"10465","Bubulcus ibis","el salvador","invasive"
"10466","Bubulcus ibis","falkland islands (malvinas)","invasive"
"10467","Bubulcus ibis","georgia","invasive"
"10468","Bubulcus ibis","guam","invasive"
"10469","Bubulcus ibis","guatemala","invasive"
"10470","Bubulcus ibis","indonesia","invasive"
"10471","Bubulcus ibis","madagascar","invasive"
"10472","Bubulcus ibis","mexico","invasive"
"10473","Bubulcus ibis","new zealand","invasive"
"10474","Bubulcus ibis","panama","invasive"
"10475","Bubulcus ibis","peru","invasive"
"10476","Bubulcus ibis","philippines","invasive"
"10477","Bubulcus ibis","puerto rico","invasive"
"10478","Bubulcus ibis","saint lucia","invasive"
"10479","Bubulcus ibis","south america","invasive"
"10480","Bubulcus ibis","south georgia and the south sandwich islands","invasive"
"10481","Bubulcus ibis","taiwan","invasive"
"10482","Bubulcus ibis","turks and caicos islands","invasive"
"10483","Bubulcus ibis","united states","invasive"
"10484","Bubulcus ibis","virgin islands, u.s.","invasive"
"10485","Bubulcus ibis","albania","native"
"10486","Bubulcus ibis","algeria","native"
"10487","Bubulcus ibis","austria","native"
"10488","Bubulcus ibis","belgium","native"
"10489","Bubulcus ibis","benin","native"
"10490","Bubulcus ibis","botswana","native"
"10491","Bubulcus ibis","czech republic","native"
"10492","Bubulcus ibis","denmark","native"
"10493","Bubulcus ibis","egypt","native"
"10494","Bubulcus ibis","finland","native"
"10495","Bubulcus ibis","france","native"
"10496","Bubulcus ibis","germany","native"
"10497","Bubulcus ibis","greece","native"
"10498","Bubulcus ibis","hungary","native"
"10499","Bubulcus ibis","israel","native"
"10500","Bubulcus ibis","italy","native"
"10501","Bubulcus ibis","kazakhstan","native"
"10502","Bubulcus ibis","morocco","native"
"10503","Bubulcus ibis","netherlands","native"
"10504","Bubulcus ibis","poland","native"
"10505","Bubulcus ibis","portugal","native"
"10506","Bubulcus ibis","serbia and montenegro","native"
"10507","Bubulcus ibis","south africa","native"
"10508","Bubulcus ibis","spain","native"
"10509","Bubulcus ibis","sudan","native"
"10510","Bubulcus ibis","sweden","native"
"10511","Bubulcus ibis","switzerland","native"
"10512","Bubulcus ibis","thailand","native"
"10513","Bubulcus ibis","turkey","native"
"10514","Bubulcus ibis","united kingdom","native"
"10515","Bubulcus ibis","zimbabwe","native"
"10516","Axis axis","argentina","invasive"
"10517","Axis axis","australia","invasive"
"10518","Axis axis","croatia","invasive"
"10519","Axis axis","united states","invasive"
"10520","Axis axis","india","native"
"10521","Axis axis","nepal","native"
"10522","Axis axis","sri lanka","native"
"10523","Cygnus olor","australia","invasive"
"10524","Cygnus olor","austria","invasive"
"10525","Cygnus olor","belarus","invasive"
"10526","Cygnus olor","canada","invasive"
"10527","Cygnus olor","colombia","invasive"
"10528","Cygnus olor","cyprus","invasive"
"10529","Cygnus olor","dominican republic","invasive"
"10530","Cygnus olor","estonia","invasive"
"10531","Cygnus olor","faroe islands","invasive"
"10532","Cygnus olor","great lakes","invasive"
"10533","Cygnus olor","greece","invasive"
"10534","Cygnus olor","iceland","invasive"
"10535","Cygnus olor","italy","invasive"
"10536","Cygnus olor","japan","invasive"
"10537","Cygnus olor","lake erie","invasive"
"10538","Cygnus olor","liechtenstein","invasive"
"10539","Cygnus olor","new zealand","invasive"
"10540","Cygnus olor","north america","invasive"
"10541","Cygnus olor","peru","invasive"
"10542","Cygnus olor","slovenia","invasive"
"10543","Cygnus olor","south africa","invasive"
"10544","Cygnus olor","switzerland","invasive"
"10545","Cygnus olor","united arab emirates","invasive"
"10546","Cygnus olor","united states","invasive"
"10547","Cygnus olor","belgium","native"
"10548","Cygnus olor","bulgaria","native"
"10549","Cygnus olor","croatia","native"
"10550","Cygnus olor","czech republic","native"
"10551","Cygnus olor","denmark","native"
"10552","Cygnus olor","europe","native"
"10553","Cygnus olor","finland","native"
"10554","Cygnus olor","france","native"
"10555","Cygnus olor","germany","native"
"10556","Cygnus olor","hungary","native"
"10557","Cygnus olor","india","native"
"10558","Cygnus olor","ireland","native"
"10559","Cygnus olor","israel","native"
"10560","Cygnus olor","kazakhstan","native"
"10561","Cygnus olor","korea, democratic people's republic of","native"
"10562","Cygnus olor","korea, republic of","native"
"10563","Cygnus olor","latvia","native"
"10564","Cygnus olor","lithuania","native"
"10565","Cygnus olor","moldova, republic of","native"
"10566","Cygnus olor","netherlands","native"
"10567","Cygnus olor","norway","native"
"10568","Cygnus olor","poland","native"
"10569","Cygnus olor","portugal","native"
"10570","Cygnus olor","romania","native"
"10571","Cygnus olor","russian federation","native"
"10572","Cygnus olor","serbia and montenegro","native"
"10573","Cygnus olor","slovakia","native"
"10574","Cygnus olor","spain","native"
"10575","Cygnus olor","sweden","native"
"10576","Cygnus olor","turkey","native"
"10577","Cygnus olor","ukraine","native"
"10578","Cygnus olor","united kingdom","native"
"10579","Acer platanoides","canada","invasive"
"10580","Acer platanoides","united states","invasive"
"10581","Acer platanoides","afghanistan","native"
"10582","Acer platanoides","albania","native"
"10583","Acer platanoides","armenia","native"
"10584","Acer platanoides","austria","native"
"10585","Acer platanoides","azerbaijan","native"
"10586","Acer platanoides","belarus","native"
"10587","Acer platanoides","belgium","native"
"10588","Acer platanoides","bulgaria","native"
"10589","Acer platanoides","czech republic","native"
"10590","Acer platanoides","estonia","native"
"10591","Acer platanoides","ex-yugoslavia","native"
"10592","Acer platanoides","finland","native"
